"Data Year","Data Year (cat)",Country,Region,Gender,Age,"Age (cat)",Handedness,Height,"Right foot length","Arm span","Languages spoken","Travel method to school","Travel time to school","Reaction time","Memory time","Favourite physical activity","Reducing pollution",Recycling,"Conserving water","Conserving energy","Owning a computer","Access to the internet","Left foot length","Longer foot","Index finger length","Ring finger length","Long finger left hand","Birth month","Favorite season",Allergies,Vegetarian,"Favorite food",Beverage,"Favorite school subject","Sleep hours (school night)","Sleep hours (non-school night)","Home occupants","Home internet access","Communication with friends","Text messages sent yesterday","Text messages received yesterday","Hanging out with friends","Talking on the phone","Doing homework","Doing things with family","Playing sports/outdoor games or activities","Playing computer/video games","Using social networking web sites","Sending/receiving text, SMS, or computer instant messages","Using the computer/internet","Watching TV","Paid work","Housework/Jobs at home","Schoolwork pressure","Planned education level","Favorite music",Superpower,"Preferred status","Role model type","Charity donation"
2015,[2015],USA,FL,Female,11,[11],Right-Handed,147,22,147,2,Car,20,0,41,Basketball,476,476,476,476,476,476,20,"Right foot",81,67,"Index finger",December,Spring,No,No,"No favorite",Water,Art,7,9,6,"Yes - broadband connection","Text messaging",20,21,6,0,10,63,7,3,3,1,1,3,0,1,Some,"Graduate degree",Pop,"Freeze time",Happy,Friend,"Education/Youth development"
2014,[2014],USA,MA,Female,0,,Right-Handed,150,25,150,1,Car,15,0.309,35,Running/Jogging,800,999,500,600,900,700,24,"Right foot",65,70,"Ring finger",September,Summer,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",6,,2,"Yes - other","In person",250,260,20,4,10,2,5,0,20,50,30,5,8,30,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,Relative,Health
2014,[2014],USA,WI,Female,14,[14],Ambidextrous,154,20,141,1,Car,10,0.468,53,Swimming,150,500,550,600,1000,1000,21,"Left foot",73,65,"Index finger",April,Summer,No,No,Meat,Juice,"Physical education",8,13,4,"Yes - broadband connection",Other,10,5,42,10,15,60,80,10,15,10,10,30,8,4,Some,"Graduate degree","Rap/Hip hop","Freeze time",Healthy,"Sports person",Health
2014,[2014],USA,VI,Male,16,[16],Right-Handed,172,26,178,2,Boat,25,0.7,65,Baseball/Softball,700,500,999,800,0,0,26,"Same length",80,90,"Ring finger",August,Summer,No,No,Pizza/Pasta,Juice,"Physical education",9,12,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",30,40,15,72,20,50,5,14,0,70,0,21,0,7,Some,"Some college","Rap/Hip hop",Telepathy,Healthy,"Sports person",Health
2013,[2013],USA,MA,Female,11,[11],Right-Handed,153,24,156,2,Bus,10,0.364,35,Basketball,898,802,749,914,775,1000,24,"Same length",70,80,"Ring finger",August,Summer,No,No,Desserts,Milk,"Mathematics and statistics",8,9,4,"Yes - broadband connection","Text messaging",30,20,10,0,5,5,5,2,0,3,7,0,1,1,"Very little","Graduate degree",Country,Fly,Happy,Friend,Health
2015,[2015],USA,DC,Female,16,[16],Left-Handed,165,25.6,167,2,"Rail (Train/Tram/Subway)",0,0.32,34,Running/Jogging,1000,1000,374,1000,738,925,26,"Left foot",94,96,"Ring finger",February,Fall,Yes,No,Poultry,Tea,Art,6,11,6,"Yes - broadband connection","In person",5,7,3,2,4,5,0,0,28,5,35,9,0,1,Some,"Undergraduate degree",Pop,"Freeze time",Famous,Actor,Environment
2013,[2013],USA,RI,Male,12,[12],Right-Handed,149,22,144,1,Car,2,0.373,55,Baseball/Softball,1000,1000,497,428,1000,0,22,"Same length",,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2014,[2014],USA,NC,Male,16,[16],Left-Handed,188,29,187,2,Car,5,0.28,39,Soccer,0,0,0,0,750,750,29,"Same length",95,90,"Index finger",January,Summer,No,No,Meat,Milk,"Physical education",7,12,4,"Yes - broadband connection","Text messaging",1,1,20,1,0,7,20,5,2,1,9,3,0,5,None,"Graduate degree","Rap/Hip hop",Telepathy,Rich,"Business person","Arts, culture, sports"
2014,[2014],USA,IN,Male,17,[17],Right-Handed,177,24,177,1,Bus,10,0.67,50,Baseball/Softball,700,800,1000,1000,800,800,24,"Same length",80,90,"Ring finger",August,Spring,No,No,"Rice/Noodle dishes",Milk,Art,7,11,5,"Yes - broadband connection","In person",4,2,20,1,4,10,20,10,10,5,30,5,30,20,"A lot","Graduate degree",Other,Invisibility,Happy,Actor,"Arts, culture, sports"
2014,[2014],USA,PA,Male,16,[16],Right-Handed,178,26,183,2,Car,5,0.361,36,Dancing,900,900,850,900,400,500,26,"Same length",82,80,"Index finger",October,Winter,No,No,"Rice/Noodle dishes","Soft drink (non-caffeinated)",Art,8,11,4,"Yes - broadband connection","Internet chat or instant messaging",1,3,10,0,24,8,1,1,72,3,100,0,0,12,"Very little","Graduate degree",Techno/Electronic,"Freeze time",Happy,Friend,Religious
2012,[2012],USA,MT,Male,17,[17],Right-Handed,178,26,188,1,Bus,35,0.351,46,Tennis,50,10,10,100,1000,1000,25,"Right foot",76,76,"Same length",April,Fall,Yes,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",5,8,3,"Yes - broadband connection","In person",8,8,10,0,5,0,0,50,0,1,50,1,0,5,"A lot","Some college",Other,Telepathy,Happy,Friend,Other
2010,[2010],USA,IN,Male,17,[17],Right-Handed,186,25,184,1,Bus,24,0.229,28,Bowling,1000,602,488,,298,565,25,"Same length",80,80,"Same length",April,Spring,Yes,No,Meat,"Powdered drink",Languages,8,9,6,"Yes - broadband connection","Cell phone",5,7,21,3,9,4,2,33,0,1,50,2,0,6,Some,"Graduate degree",Country,"Freeze time",Happy,"Community leader or elder","International aid"
2012,[2012],USA,CA,Male,17,[17],Right-Handed,152,10,100,1,Car,3,0,39,Soccer,1000,700,0,,0,0,10,"Same length",,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2015,[2015],USA,OH,Female,14,[14],Ambidextrous,164,25,164,1,Car,20,0.46,42,Gymnastics,1000,909,835,872,845,1000,25,"Same length",,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2012,[2012],USA,MI,Female,17,[17],Left-Handed,165,20,168,2,Car,15,0.375,25,Basketball,300,300,400,700,700,800,20,"Same length",80,80,"Same length",March,Summer,Yes,No,Pizza/Pasta,Milk,"Mathematics and statistics",8,10,4,"Yes - broadband connection","Text messaging",200,200,5,2,7,3,1,0,1,40,4,6,0,3,Some,"Undergraduate degree",Pop,"Freeze time",Happy,Relative,Health
2014,[2014],USA,MI,Female,17,[17],Left-Handed,165,25,167,1,Car,15,0.463,51,Bowling,1000,1000,588,412,278,267,25,"Same length",,,,September,Fall,No,No,Poultry,Water,Music,8,8,4,"Yes - broadband connection","Text messaging",70,80,4,0,28,3,7,0,7,9,6,0,0,1,Some,"Graduate degree","Heavy metal",Fly,Happy,Teacher,"Education/Youth development"
2013,[2013],USA,MI,Female,0,,Right-Handed,179,24,175,1,Car,10,0.953,45,Dancing,30,700,300,250,750,900,25,"Left foot",100,93,"Index finger",February,Fall,Yes,No,Seafood,"Sports drink","Mathematics and statistics",8,8.5,4,"Yes - broadband connection","Text messaging",15,14,3,0,7,4,17,0,1,1,3,5,2,2,"Very little","Graduate degree","Rock and roll",Invisibility,Happy,"Doctor or nurse",Health
2015,[2015],USA,NY,Male,12,[12],Right-Handed,154,24,180,1,Bus,45,0.522,67,Running/Jogging,583,390,840,551,1000,1000,24,"Same length",100,80,"Index finger",January,Winter,No,No,Meat,Water,Science,8,,6,"Yes - dial-up connection","Internet chat or instant messaging",5,5,6,0,1,1,1,20,2,1,20,2,0,0,Some,"High school",Other,"Super strength",Healthy,Relative,Health
2014,[2014],USA,CA,Female,17,[17],Right-Handed,165,9,130,1,Car,15,0.777,58,Baseball/Softball,1000,1000,1000,1000,400,400,9,"Same length",,,,March,Spring,No,No,Seafood,"Soft drink (caffeinated)",English,7,9,5,"Yes - broadband connection","Cell phone",15,14,18,2,6,5,4,2,0,20,15,25,20,15,"A lot","Graduate degree",Country,"Super strength",Healthy,Friend,Health
2012,[2012],USA,TX,Female,13,[13],Right-Handed,160,22,164,2,Car,15,0.522,45,Tennis,1000,500,750,500,1000,1000,21,"Right foot",74,72,"Index finger",January,Winter,No,No,Pizza/Pasta,Water,Science,8,5,3,"Yes - broadband connection","Text messaging",150,160,30,10,12,0,0,0,0,0,0,0,0,0,,,,,,,
2015,[2015],USA,MO,Female,17,[17],Right-Handed,165,24,172,1,Car,27,0.354,37,"Martial Arts",600,600,400,600,890,894,25,"Left foot",72,78,"Ring finger",September,Fall,No,No,"No favorite",Water,Art,6,10,4,"Yes - broadband connection","Text messaging",100,67,14,5,24,17,5,26,10,20,52,4,3,3,"A lot","Graduate degree",Other,Telepathy,Rich,"Religious figure",Religious
2014,[2014],USA,SC,Female,16,[16],Right-Handed,160,23,160,2,Car,7,0.312,33,Dancing,0,300,400,600,1000,0,22,"Right foot",75,75,"Same length",March,Summer,Yes,No,"Rice/Noodle dishes",Juice,Languages,8,8.5,3,"Yes - broadband connection","In person",0,0,25,1,6,10,35,0,15,5,12,8,0,3,"A lot","Graduate degree",Other,"Freeze time",Healthy,"Business person","International aid"
2014,[2014],USA,VA,Female,16,[16],Right-Handed,170,24,152,1,Car,12,0.402,51,Soccer,460,348,198,353,1000,1000,25,"Left foot",80,80,"Same length",November,Summer,Yes,No,Desserts,Water,"Computers and technology",5,10,3,"Yes - broadband connection","Text messaging",0,0,9,2,20,3,15,0,2,84,36,16,8,6,"A lot",Other,Country,"Freeze time",Happy,"Business person",Health
2015,[2015],USA,MD,Female,15,[15],Right-Handed,157,21,162,2,Car,20,0.258,43,Soccer,1000,690,861,1000,1000,1000,21,"Same length",90,90,"Same length",June,Summer,No,No,Meat,Tea,,7,,4,"Yes - broadband connection","Text messaging",0,0,40,1,7,0,6,4,24,10,0,48,0,5,None,Other,"Rap/Hip hop",Invisibility,Healthy,"Sports person",Health
2010,[2010],USA,HI,Female,13,[13],Right-Handed,152,20.32,137,1,Car,15,0.578,36,Dancing,1000,1000,1000,,497,497,22,"Left foot",,,,September,Spring,No,No,Fruit,Juice,English,8,10,4,"Yes - broadband connection","Text messaging",176,180,21,28,28,14,21,0,7,21,21,7,0,0,,"Graduate degree",Pop,Telepathy,Happy,"Sports person","Arts, culture, sports"
2014,[2014],USA,UT,Female,17,[17],Right-Handed,168,22.5,165,2,Car,5,0.402,43,Basketball,620,465,535,767,679,1000,24,"Left foot",70,72,"Ring finger",March,Fall,Yes,No,"No favorite",Water,Art,5,10,4,"Yes - broadband connection","In person",134,145,11,1,7,24,3,0,3,8,6,10,15,20,Some,"Graduate degree",,Telepathy,Happy,Relative,"Wildlife, animals"
2014,[2014],USA,NY,Female,14,[14],Right-Handed,157,23,151,2,Bus,30,0.862,64,Walking/Hiking,481,439,1000,594,64,155,23,"Same length",90,65,"Index finger",September,Summer,Yes,No,Desserts,"Sports drink",English,3,5,5,"Yes - other","Text messaging",90,100,8,0,1,3,2,0,1,12,1,0,2,0,Some,"Some college",Country,Fly,Healthy,Other,Health
2013,[2013],USA,RI,Male,12,[12],Right-Handed,143,25,155,3,Car,10,0.56,48,"Martial Arts",500,800,900,950,1000,1000,23,"Right foot",70,80,"Ring finger",October,Summer,Yes,No,Seafood,Other,"Mathematics and statistics",8,9,5,"Yes - other","Text messaging",30,30,5,2,1,0,0,0,0,0,0,0,0,0,,,,,,,
2012,[2012],USA,SC,Female,0,,Right-Handed,160,24.6,159,1,Car,13,0.297,32,Baseball/Softball,807,813,1000,1000,5,144,25,"Same length",,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2014,[2014],USA,CO,Male,0,,Ambidextrous,175,26,176,1,Car,38,0.29,63,Other,110,10,500,800,1000,1000,26,"Same length",85,75,"Index finger",March,Winter,No,No,Other,"Energy drink",Other,6,,4,"Yes - other","Text messaging",100,100,20,3,4,2,12,30,3,20,30,4,36,1,Some,"Graduate degree","Punk rock","Freeze time",Happy,"Sports person","Wildlife, animals"
2014,[2014],USA,WI,Female,13,[13],Right-Handed,0,0,0,0,,0,0.765,42,Dancing,0,0,0,,0,0,0,,,,,May,Fall,Yes,No,Pizza/Pasta,Juice,Art,10,7,4,"Yes - broadband connection","Cell phone",2,1,8,2,5,10,5,1,20,2,20,15,2,2,Some,,Country,Fly,Healthy,"Musician or singer","Education/Youth development"
2015,[2015],USA,MO,Female,16,[16],Right-Handed,165,23,163,1,Car,13,0.959,39,Walking/Hiking,770,733,610,540,754,513,23,"Same length",75,80,"Ring finger",October,Fall,No,Yes,Fruit,Water,Other,8,10,3,"Yes - broadband connection","Text messaging",50,60,5,1,12,1,6,0,3,1,45,0,0,6,"A lot","Graduate degree",Other,Fly,Happy,Relative,"International aid"
2014,[2014],USA,WI,Male,17,[17],Right-Handed,186,29,186,1,Car,9,0.336,49,Golf,400,500,500,500,600,300,29,"Same length",92,97,"Ring finger",March,Spring,No,No,Meat,Water,"Mathematics and statistics",8,6,2,"Yes - dial-up connection","Text messaging",30,50,12,1,8,5,3,0,1,2,2,10,10,1,"A lot","Undergraduate degree","Rap/Hip hop",Invisibility,Happy,"Business person",Health
2014,[2014],USA,NV,Male,14,[14],Right-Handed,168,25,168,2,Boat,10,1.081,46,Soccer,1000,1000,1000,1000,1000,1000,25,"Same length",75,75,"Same length",November,Summer,No,Yes,Pizza/Pasta,"Powdered drink","Physical education",9,,8,"No internet connection","Myspace, Facebook, other social networking sites, or blog",30,37,4,1,1,5,3,2,1,1,1,2,1,3,Some,"Graduate degree","Rap/Hip hop","Super strength",Famous,"Sports person",Health
2013,[2013],USA,SC,Male,16,[16],Ambidextrous,194,28.5,194,1,Car,15,0.773,46,Basketball,300,700,100,600,1000,850,28,"Right foot",85,90,"Ring finger",February,Summer,Yes,No,Meat,Water,"Mathematics and statistics",6,10,3,"Yes - broadband connection","Text messaging",74,75,8,1,0,4,15,4,2,15,12,11,0,1,"Very little","Graduate degree",Country,Invisibility,Happy,Friend,"International aid"
2013,[2013],USA,PA,Female,16,[16],Right-Handed,159,22.2,166,1,Bus,8,0.43,53,"Hockey (Field)",406,144,230,332,829,941,23,"Left foot",80,70,"Index finger",May,Summer,No,Yes,Seafood,Water,Science,5,9,3,"Yes - other","In person",15,12,3,0,35,3,15,0,4,1,14,2,0,4,"A lot",Other,Other,"Freeze time",Happy,Other,Health
2014,[2014],USA,IN,Male,17,[17],Right-Handed,168,26.1,148,3,Walk,5,0.568,51,"Martial Arts",0,700,500,1000,1000,1000,26,"Right foot",,,,May,Winter,Yes,No,Meat,Water,Science,0,12,3,"Yes - broadband connection","In person",10,20,0,4,40,0,4,7,0,4,21,0,8,0,"A lot","Undergraduate degree","Rap/Hip hop","Freeze time",Happy,Friend,Other
2011,[2011],USA,SC,Male,17,[17],Right-Handed,173,25,150,2,Car,2,0.203,43,Basketball,450,450,500,,1000,1000,25,"Same length",90,100,"Ring finger",December,Spring,No,No,Poultry,"Soft drink (caffeinated)",Art,7,10,5,"Yes - broadband connection","Text messaging",22,41,20,1,1,1,6,10,3,5,12,10,14,1,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,Actor,"Arts, culture, sports"
2015,[2015],USA,FL,Male,10,[10],Right-Handed,150,24,150,1,Car,30,0.417,52,"Football (American)",450,300,500,450,200,500,24,"Same length",60,60,"Same length",April,Summer,No,No,Pizza/Pasta,"Soft drink (non-caffeinated)","Mathematics and statistics",9,10,5,"Yes - broadband connection","In person",20,15,37,1,1,3,4,1,0,3,2,2,0,0,Some,,Pop,Invisibility,Rich,"Sports person","Arts, culture, sports"
2015,[2015],USA,OH,Male,14,[14],Right-Handed,165,26,167,1,Bus,60,0,55,Other,0,0,0,0,0,0,26,"Same length",75,75,"Same length",November,Fall,No,No,"No favorite",Water,Other,8,12,4,"Yes - other",Other,0,0,14,0,2,3,0,4,0,0,3,3,0,2,Some,"Some college",Other,"Super strength",Rich,Other,"Wildlife, animals"
2015,[2015],USA,MN,Male,16,[16],Left-Handed,180,0,175,1,Bus,20,0.381,46,None,1000,535,834,941,449,1000,0,,,,,July,Fall,No,No,Other,Milk,"Computers and technology",7,8,4,"Yes - other","Internet chat or instant messaging",4,2,0,0,1,4,0,6,1,1,4,2,0,1,Some,"Some college","Rock and roll",Fly,Happy,Other,Environment
2013,[2013],USA,CA,Male,17,[17],Right-Handed,180,26,165,2,Walk,8,0.29,43,Other,759,567,561,481,765,781,26,"Same length",74,77,"Ring finger",June,Fall,No,No,"Rice/Noodle dishes",Coffee,History,4,8,5,"Yes - broadband connection","In person",25,25,26,4,9,15,5,2,15,3,21,0,0,1,Some,"Graduate degree",Other,"Freeze time",Happy,"Religious figure",Religious
2014,[2014],USA,GU,Female,0,,Right-Handed,164,23,162,2,Bus,0,0.586,52,Skateboarding/Rollerblading,979,893,843,813,1000,1000,22,"Right foot",70,80,"Ring finger",December,Winter,No,No,"No favorite",Other,Art,5,9,3,"Yes - dial-up connection",Other,2,3,8,3,4,9,0,1,5,3,6,14,2,0,Some,"Some college",Other,"Freeze time",Healthy,Relative,"International aid"
2015,[2015],USA,CA,Male,10,[10],Right-Handed,215,30,190,2,Car,3,0,0,,0,0,0,,0,0,30,"Same length",,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2013,[2013],USA,PA,Male,0,,Right-Handed,178,28,191,1,Car,4,0.3,40,Basketball,583,289,677,704,896,775,28,"Same length",89,89,"Same length",September,Summer,No,No,Poultry,Tea,"Mathematics and statistics",7,8,3,"Yes - broadband connection","In person",20,20,10,1,5,5,7,0,1,3,10,0,0,0,Some,"Undergraduate degree","Rock and roll","Freeze time",Rich,"Musician or singer",Other
2015,[2015],USA,CA,Female,16,[16],Right-Handed,145,10,145,2,Walk,15,0.777,66,Basketball,0,0,0,,0,0,10,"Same length",101.6,76.2,"Index finger",August,Winter,No,No,Fruit,Water,"Mathematics and statistics",8,7,4,"Yes - broadband connection","Text messaging",67,63,3,0,2,5,1,0,3,8,8,2,0,0,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,Actor,Religious
2015,[2015],USA,MA,Female,11,[11],Right-Handed,154,23,154,1,Car,3,0,48,Basketball,497,118,70,289,583,1000,23,"Same length",65,65,"Same length",July,Summer,,No,Pizza/Pasta,Water,English,10,7,4,"Yes - broadband connection","Text messaging",50,45,12,5,5,24,6,24,19,15,16,6,1,1,Some,"High school",Pop,"Freeze time",Happy,"Religious figure",Religious
2013,[2013],USA,IA,Male,0,,Right-Handed,161,23,157,4,Bus,60,0,40,Soccer,428,642,690,626,508,647,23,"Same length",70,72,"Ring finger",September,Summer,No,No,Other,Water,"Mathematics and statistics",8,10,5,"Yes - broadband connection","Internet chat or instant messaging",100,50,14,2,7,14,10,16,12,8,9,12,6,0,Some,"Undergraduate degree","Rap/Hip hop","Super strength",Happy,Friend,"Arts, culture, sports"
2015,[2015],USA,MA,Male,13,[13],Right-Handed,178,31,183,2,Car,15,0.76,63,Basketball,0,0,0,,0,0,32,"Left foot",,,,February,Summer,Yes,No,"No favorite",Juice,"Physical education",9,11,6,"Yes - other","Text messaging",30,40,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2015,[2015],USA,SC,Female,16,[16],Right-Handed,170,21,175,1,Car,5,0.272,40,Other,1000,2,100,900,1000,1000,21,"Same length",80,77,"Index finger",September,Fall,Yes,No,Pizza/Pasta,Tea,"Physical education",6,9,4,"Yes - other","In person",20,300,20,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2015,[2015],USA,CA,Female,17,[17],Right-Handed,155,27,152,2,Car,10,0.53,47,Other,600,800,800,900,1000,1000,27,"Same length",70,70,"Same length",October,Summer,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",7,9,6,"Yes - other",,3,4,5,2,14,50,50,0,50,1,50,60,0,60,Some,"Graduate degree","Rap/Hip hop",Invisibility,Healthy,"Musician or singer",Health
2015,[2015],USA,SC,Female,15,[15],Right-Handed,154,23,148,1,Car,20,0.8,56,Gymnastics,315,481,722,722,877,781,23,"Same length",90,80,"Index finger",May,Fall,No,No,Pizza/Pasta,Tea,"Mathematics and statistics",6,10,5,"Yes - broadband connection","In person",0,0,48,2,10,18,25,1,8,8,10,30,0,3,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,Health
2015,[2015],USA,CO,Female,17,[17],Right-Handed,175,25,170,1,Car,5,0.388,46,"Hockey (Ice)",1000,1000,1000,1000,1000,1000,25,"Same length",75,70,"Index finger",June,Winter,Yes,No,"No favorite",Milk,English,9,7,5,"Yes - other","Text messaging",200,225,1,0,2,1,3,0,2,2,1,1,0,0,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,Relative,Health
2012,[2012],USA,VA,Male,16,[16],Right-Handed,170,17,168,1,Car,20,0,34,Other,500,500,500,500,1000,1000,18,"Left foot",,,,February,Fall,No,No,Pizza/Pasta,"Soft drink (caffeinated)",Other,6,9,4,"Yes - other","Cell phone",100,102,0,0,20,15,2,1,20,0,5,20,0,0,"A lot","Graduate degree",Other,"Super strength",Happy,Relative,"Education/Youth development"
2014,[2014],USA,SC,Male,17,[17],Right-Handed,178,25,171,1,Bus,35,0.377,39,Swimming,1000,1000,1000,1000,800,950,26,"Left foot",85,100,"Ring finger",January,Summer,No,No,Meat,Water,"Computers and technology",8,10.5,4,"Yes - broadband connection","In person",50,60,13,0,2,2,3,24,1,3,10,1,0,2,Some,"Graduate degree","Rock and roll","Super strength",Happy,"Religious figure","Education/Youth development"
2014,[2014],USA,IL,Male,17,[17],Right-Handed,183,30.2,199,1,Car,6,0.281,55,Basketball,0,0,0,,0,0,30,"Left foot",90,80,"Index finger",March,Summer,No,No,Meat,"Energy drink",History,5,8,5,"Yes - broadband connection","Text messaging",20,25,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2011,[2011],USA,HI,Female,15,[15],Right-Handed,171,25,166,1,Car,5,0.367,47,Basketball,500,0,0,,0,0,25,"Same length",,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2014,[2014],USA,WI,Female,17,[17],Right-Handed,170,23,173,1,Car,20,0.442,37,Other,900,800,800,850,500,1000,23,"Same length",75,77,"Ring finger",June,Summer,Yes,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",7,11,4,"Yes - other","In person",45,250,1,7,11,12,8,10,2,3,6,5,4,9,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,Relative,"Wildlife, animals"
2010,[2010],USA,GA,Female,16,[16],Right-Handed,161,24,162,1,Walk,3,0.477,36,Dancing,300,450,425,,900,950,23,"Right foot",85,79,"Index finger",October,Fall,Yes,No,"No favorite",Water,"Computers and technology",8,6,0,"Yes - broadband connection","Text messaging",250,200,3,4,8,4,10,1,4,10,14,2,12,2,"A lot","Graduate degree",Country,Invisibility,Happy,Relative,"International aid"
2013,[2013],USA,SC,Female,16,[16],Right-Handed,174,23,177,1,Car,22,0.432,35,Baseball/Softball,500,500,500,600,600,800,22,"Right foot",76,77,"Ring finger",April,Summer,No,No,Pizza/Pasta,Water,"Computers and technology",7,9,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,12,12,2,10,4,3,0,10,6,20,10,0,3,"A lot","Undergraduate degree",Pop,Invisibility,Rich,Relative,"Education/Youth development"
2012,[2012],USA,SC,Female,15,[15],Left-Handed,165,24,226,1,Car,15,0.523,0,Gymnastics,200,1000,500,,1000,1000,23,"Right foot",60,60,"Same length",October,Summer,No,No,Seafood,Water,"Computers and technology",8,10,4,"Yes - broadband connection","Text messaging",200,200,48,4,15,10,1,0,6,35,5,5,1,14,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,Health
2013,[2013],USA,NY,Female,12,[12],Right-Handed,0,22.86,0,3,,0,0,0,,0,0,0,,0,0,23,"Same length",,,,,,,,,,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2015,[2015],USA,CA,Male,17,[17],Right-Handed,168,25,168,1,Car,20,0.782,48,Running/Jogging,980,850,800,700,990,1000,25,"Same length",70,60,"Index finger",April,Winter,No,No,"Rice/Noodle dishes",Water,"Computers and technology",6,6,6,"Yes - broadband connection","In person",8,30,3,0,15,60,0,80,0,0,0,5,0,2,"A lot","Graduate degree",Techno/Electronic,Invisibility,Happy,Relative,Other
2010,[2010],USA,CA,Male,17,[17],Right-Handed,190,30,190,3,Car,20,0.145,7,Swimming,1000,1000,1000,,0,0,30,"Same length",102,102,"Same length",March,Summer,Yes,No,"Rice/Noodle dishes",Water,Science,6,10,6,"No internet connection","In person",0,0,1,0,50,22,18,6,0,0,3,0,0,1,"A lot",Other,Classical,"Freeze time",Healthy,Relative,"Education/Youth development"
